;timestamp;customer_no;location;weekday;time;customer_id
0;2019-09-02 07:03:00;1;dairy;Monday;07:03:00;Monday 1
1;2019-09-02 07:03:00;2;dairy;Monday;07:03:00;Monday 2
2;2019-09-02 07:04:00;3;dairy;Monday;07:04:00;Monday 3
3;2019-09-02 07:04:00;4;dairy;Monday;07:04:00;Monday 4
4;2019-09-02 07:04:00;5;spices;Monday;07:04:00;Monday 5
5;2019-09-02 07:04:00;6;spices;Monday;07:04:00;Monday 6
6;2019-09-02 07:04:00;7;spices;Monday;07:04:00;Monday 7
7;2019-09-02 07:04:00;8;fruit;Monday;07:04:00;Monday 8
8;2019-09-02 07:05:00;1;checkout;Monday;07:05:00;Monday 1
9;2019-09-02 07:05:00;5;checkout;Monday;07:05:00;Monday 5
10;2019-09-02 07:05:00;6;dairy;Monday;07:05:00;Monday 6
11;2019-09-02 07:05:00;7;drinks;Monday;07:05:00;Monday 7
12;2019-09-02 07:06:00;2;checkout;Monday;07:06:00;Monday 2
13;2019-09-02 07:06:00;3;checkout;Monday;07:06:00;Monday 3
14;2019-09-02 07:06:00;9;dairy;Monday;07:06:00;Monday 9
15;2019-09-02 07:06:00;10;fruit;Monday;07:06:00;Monday 10
16;2019-09-02 07:06:00;11;drinks;Monday;07:06:00;Monday 11
17;2019-09-02 07:06:00;12;spices;Monday;07:06:00;Monday 12
18;2019-09-02 07:06:00;13;dairy;Monday;07:06:00;Monday 13
19;2019-09-02 07:06:00;14;fruit;Monday;07:06:00;Monday 14
20;2019-09-02 07:07:00;8;checkout;Monday;07:07:00;Monday 8
21;2019-09-02 07:07:00;12;drinks;Monday;07:07:00;Monday 12
22;2019-09-02 07:07:00;15;spices;Monday;07:07:00;Monday 15
23;2019-09-02 07:07:00;16;dairy;Monday;07:07:00;Monday 16
24;2019-09-02 07:08:00;4;checkout;Monday;07:08:00;Monday 4
25;2019-09-02 07:08:00;10;checkout;Monday;07:08:00;Monday 10
26;2019-09-02 07:08:00;11;checkout;Monday;07:08:00;Monday 11
27;2019-09-02 07:08:00;15;fruit;Monday;07:08:00;Monday 15
28;2019-09-02 07:09:00;7;spices;Monday;07:09:00;Monday 7
29;2019-09-02 07:09:00;14;checkout;Monday;07:09:00;Monday 14
30;2019-09-02 07:09:00;16;spices;Monday;07:09:00;Monday 16
31;2019-09-02 07:10:00;12;checkout;Monday;07:10:00;Monday 12
32;2019-09-02 07:11:00;7;fruit;Monday;07:11:00;Monday 7
33;2019-09-02 07:11:00;16;checkout;Monday;07:11:00;Monday 16
34;2019-09-02 07:11:00;17;fruit;Monday;07:11:00;Monday 17
35;2019-09-02 07:12:00;9;fruit;Monday;07:12:00;Monday 9
36;2019-09-02 07:12:00;15;checkout;Monday;07:12:00;Monday 15
37;2019-09-02 07:12:00;18;fruit;Monday;07:12:00;Monday 18
38;2019-09-02 07:12:00;19;spices;Monday;07:12:00;Monday 19
39;2019-09-02 07:12:00;20;drinks;Monday;07:12:00;Monday 20
40;2019-09-02 07:13:00;7;checkout;Monday;07:13:00;Monday 7
41;2019-09-02 07:13:00;9;checkout;Monday;07:13:00;Monday 9
42;2019-09-02 07:13:00;13;spices;Monday;07:13:00;Monday 13
43;2019-09-02 07:13:00;19;drinks;Monday;07:13:00;Monday 19
44;2019-09-02 07:13:00;21;drinks;Monday;07:13:00;Monday 21
45;2019-09-02 07:13:00;22;fruit;Monday;07:13:00;Monday 22
46;2019-09-02 07:14:00;13;dairy;Monday;07:14:00;Monday 13
47;2019-09-02 07:14:00;18;dairy;Monday;07:14:00;Monday 18
48;2019-09-02 07:14:00;20;checkout;Monday;07:14:00;Monday 20
49;2019-09-02 07:14:00;23;fruit;Monday;07:14:00;Monday 23
50;2019-09-02 07:14:00;24;drinks;Monday;07:14:00;Monday 24
51;2019-09-02 07:15:00;13;fruit;Monday;07:15:00;Monday 13
52;2019-09-02 07:15:00;21;spices;Monday;07:15:00;Monday 21
53;2019-09-02 07:15:00;22;dairy;Monday;07:15:00;Monday 22
54;2019-09-02 07:15:00;23;checkout;Monday;07:15:00;Monday 23
55;2019-09-02 07:16:00;13;checkout;Monday;07:16:00;Monday 13
56;2019-09-02 07:16:00;21;checkout;Monday;07:16:00;Monday 21
57;2019-09-02 07:16:00;25;spices;Monday;07:16:00;Monday 25
58;2019-09-02 07:16:00;26;fruit;Monday;07:16:00;Monday 26
59;2019-09-02 07:16:00;27;spices;Monday;07:16:00;Monday 27
60;2019-09-02 07:16:00;28;drinks;Monday;07:16:00;Monday 28
61;2019-09-02 07:16:00;29;drinks;Monday;07:16:00;Monday 29
62;2019-09-02 07:17:00;6;spices;Monday;07:17:00;Monday 6
63;2019-09-02 07:17:00;18;checkout;Monday;07:17:00;Monday 18
64;2019-09-02 07:17:00;22;checkout;Monday;07:17:00;Monday 22
65;2019-09-02 07:17:00;25;dairy;Monday;07:17:00;Monday 25
66;2019-09-02 07:17:00;30;spices;Monday;07:17:00;Monday 30
67;2019-09-02 07:17:00;31;spices;Monday;07:17:00;Monday 31
68;2019-09-02 07:17:00;32;drinks;Monday;07:17:00;Monday 32
69;2019-09-02 07:17:00;33;fruit;Monday;07:17:00;Monday 33
70;2019-09-02 07:17:00;34;spices;Monday;07:17:00;Monday 34
71;2019-09-02 07:18:00;6;drinks;Monday;07:18:00;Monday 6
72;2019-09-02 07:18:00;25;spices;Monday;07:18:00;Monday 25
73;2019-09-02 07:18:00;29;checkout;Monday;07:18:00;Monday 29
74;2019-09-02 07:18:00;30;drinks;Monday;07:18:00;Monday 30
75;2019-09-02 07:18:00;31;checkout;Monday;07:18:00;Monday 31
76;2019-09-02 07:18:00;34;drinks;Monday;07:18:00;Monday 34
77;2019-09-02 07:18:00;35;dairy;Monday;07:18:00;Monday 35
78;2019-09-02 07:19:00;25;drinks;Monday;07:19:00;Monday 25
79;2019-09-02 07:19:00;27;dairy;Monday;07:19:00;Monday 27
80;2019-09-02 07:19:00;28;checkout;Monday;07:19:00;Monday 28
81;2019-09-02 07:19:00;30;fruit;Monday;07:19:00;Monday 30
82;2019-09-02 07:19:00;35;drinks;Monday;07:19:00;Monday 35
83;2019-09-02 07:20:00;19;checkout;Monday;07:20:00;Monday 19
84;2019-09-02 07:20:00;24;checkout;Monday;07:20:00;Monday 24
85;2019-09-02 07:20:00;26;dairy;Monday;07:20:00;Monday 26
86;2019-09-02 07:20:00;30;dairy;Monday;07:20:00;Monday 30
87;2019-09-02 07:20:00;32;checkout;Monday;07:20:00;Monday 32
88;2019-09-02 07:20:00;33;dairy;Monday;07:20:00;Monday 33
89;2019-09-02 07:20:00;36;dairy;Monday;07:20:00;Monday 36
90;2019-09-02 07:21:00;30;fruit;Monday;07:21:00;Monday 30
91;2019-09-02 07:21:00;36;checkout;Monday;07:21:00;Monday 36
92;2019-09-02 07:22:00;17;checkout;Monday;07:22:00;Monday 17
93;2019-09-02 07:22:00;25;checkout;Monday;07:22:00;Monday 25
94;2019-09-02 07:22:00;33;spices;Monday;07:22:00;Monday 33
95;2019-09-02 07:22:00;35;checkout;Monday;07:22:00;Monday 35
96;2019-09-02 07:22:00;37;fruit;Monday;07:22:00;Monday 37
97;2019-09-02 07:22:00;38;fruit;Monday;07:22:00;Monday 38
98;2019-09-02 07:23:00;30;checkout;Monday;07:23:00;Monday 30
99;2019-09-02 07:23:00;33;dairy;Monday;07:23:00;Monday 33
100;2019-09-02 07:24:00;26;checkout;Monday;07:24:00;Monday 26
101;2019-09-02 07:24:00;33;drinks;Monday;07:24:00;Monday 33
102;2019-09-02 07:25:00;6;spices;Monday;07:25:00;Monday 6
103;2019-09-02 07:25:00;34;spices;Monday;07:25:00;Monday 34
104;2019-09-02 07:26:00;6;dairy;Monday;07:26:00;Monday 6
105;2019-09-02 07:26:00;33;spices;Monday;07:26:00;Monday 33
106;2019-09-02 07:26:00;34;fruit;Monday;07:26:00;Monday 34
107;2019-09-02 07:26:00;37;checkout;Monday;07:26:00;Monday 37
108;2019-09-02 07:26:00;38;dairy;Monday;07:26:00;Monday 38
109;2019-09-02 07:26:00;39;dairy;Monday;07:26:00;Monday 39
110;2019-09-02 07:26:00;40;dairy;Monday;07:26:00;Monday 40
111;2019-09-02 07:26:00;41;drinks;Monday;07:26:00;Monday 41
112;2019-09-02 07:26:00;42;dairy;Monday;07:26:00;Monday 42
113;2019-09-02 07:26:00;43;fruit;Monday;07:26:00;Monday 43
114;2019-09-02 07:26:00;44;fruit;Monday;07:26:00;Monday 44
115;2019-09-02 07:26:00;45;spices;Monday;07:26:00;Monday 45
116;2019-09-02 07:26:00;46;fruit;Monday;07:26:00;Monday 46
117;2019-09-02 07:27:00;6;spices;Monday;07:27:00;Monday 6
118;2019-09-02 07:27:00;33;drinks;Monday;07:27:00;Monday 33
119;2019-09-02 07:27:00;34;checkout;Monday;07:27:00;Monday 34
120;2019-09-02 07:27:00;39;checkout;Monday;07:27:00;Monday 39
121;2019-09-02 07:27:00;41;dairy;Monday;07:27:00;Monday 41
122;2019-09-02 07:27:00;44;checkout;Monday;07:27:00;Monday 44
123;2019-09-02 07:27:00;45;dairy;Monday;07:27:00;Monday 45
124;2019-09-02 07:27:00;46;checkout;Monday;07:27:00;Monday 46
125;2019-09-02 07:27:00;47;drinks;Monday;07:27:00;Monday 47
126;2019-09-02 07:27:00;48;drinks;Monday;07:27:00;Monday 48
127;2019-09-02 07:27:00;49;spices;Monday;07:27:00;Monday 49
128;2019-09-02 07:28:00;41;spices;Monday;07:28:00;Monday 41
129;2019-09-02 07:28:00;43;dairy;Monday;07:28:00;Monday 43
130;2019-09-02 07:28:00;47;fruit;Monday;07:28:00;Monday 47
131;2019-09-02 07:28:00;48;checkout;Monday;07:28:00;Monday 48
132;2019-09-02 07:28:00;49;checkout;Monday;07:28:00;Monday 49
133;2019-09-02 07:28:00;50;fruit;Monday;07:28:00;Monday 50
134;2019-09-02 07:28:00;51;fruit;Monday;07:28:00;Monday 51
135;2019-09-02 07:29:00;6;checkout;Monday;07:29:00;Monday 6
136;2019-09-02 07:29:00;38;checkout;Monday;07:29:00;Monday 38
137;2019-09-02 07:29:00;40;spices;Monday;07:29:00;Monday 40
138;2019-09-02 07:29:00;50;drinks;Monday;07:29:00;Monday 50
139;2019-09-02 07:29:00;52;drinks;Monday;07:29:00;Monday 52
140;2019-09-02 07:29:00;53;fruit;Monday;07:29:00;Monday 53
141;2019-09-02 07:30:00;40;checkout;Monday;07:30:00;Monday 40
142;2019-09-02 07:30:00;41;drinks;Monday;07:30:00;Monday 41
143;2019-09-02 07:30:00;42;spices;Monday;07:30:00;Monday 42
144;2019-09-02 07:30:00;45;fruit;Monday;07:30:00;Monday 45
145;2019-09-02 07:30:00;54;spices;Monday;07:30:00;Monday 54
146;2019-09-02 07:30:00;55;spices;Monday;07:30:00;Monday 55
147;2019-09-02 07:30:00;56;fruit;Monday;07:30:00;Monday 56
148;2019-09-02 07:30:00;57;fruit;Monday;07:30:00;Monday 57
149;2019-09-02 07:30:00;58;drinks;Monday;07:30:00;Monday 58
150;2019-09-02 07:30:00;59;dairy;Monday;07:30:00;Monday 59
151;2019-09-02 07:31:00;45;drinks;Monday;07:31:00;Monday 45
152;2019-09-02 07:31:00;50;spices;Monday;07:31:00;Monday 50
153;2019-09-02 07:31:00;51;dairy;Monday;07:31:00;Monday 51
154;2019-09-02 07:31:00;52;spices;Monday;07:31:00;Monday 52
155;2019-09-02 07:31:00;54;dairy;Monday;07:31:00;Monday 54
156;2019-09-02 07:31:00;57;checkout;Monday;07:31:00;Monday 57
157;2019-09-02 07:32:00;42;fruit;Monday;07:32:00;Monday 42
158;2019-09-02 07:32:00;47;dairy;Monday;07:32:00;Monday 47
159;2019-09-02 07:32:00;50;checkout;Monday;07:32:00;Monday 50
160;2019-09-02 07:32:00;53;checkout;Monday;07:32:00;Monday 53
161;2019-09-02 07:32:00;55;dairy;Monday;07:32:00;Monday 55
162;2019-09-02 07:32:00;58;checkout;Monday;07:32:00;Monday 58
163;2019-09-02 07:33:00;27;checkout;Monday;07:33:00;Monday 27
164;2019-09-02 07:33:00;33;checkout;Monday;07:33:00;Monday 33
165;2019-09-02 07:33:00;41;checkout;Monday;07:33:00;Monday 41
166;2019-09-02 07:33:00;42;dairy;Monday;07:33:00;Monday 42
167;2019-09-02 07:33:00;51;checkout;Monday;07:33:00;Monday 51
168;2019-09-02 07:33:00;52;fruit;Monday;07:33:00;Monday 52
169;2019-09-02 07:33:00;56;dairy;Monday;07:33:00;Monday 56
170;2019-09-02 07:33:00;60;fruit;Monday;07:33:00;Monday 60
171;2019-09-02 07:33:00;61;spices;Monday;07:33:00;Monday 61
172;2019-09-02 07:33:00;62;spices;Monday;07:33:00;Monday 62
173;2019-09-02 07:34:00;45;fruit;Monday;07:34:00;Monday 45
174;2019-09-02 07:34:00;56;spices;Monday;07:34:00;Monday 56
175;2019-09-02 07:34:00;61;drinks;Monday;07:34:00;Monday 61
176;2019-09-02 07:35:00;55;checkout;Monday;07:35:00;Monday 55
177;2019-09-02 07:35:00;56;drinks;Monday;07:35:00;Monday 56
178;2019-09-02 07:35:00;59;drinks;Monday;07:35:00;Monday 59
179;2019-09-02 07:35:00;60;drinks;Monday;07:35:00;Monday 60
180;2019-09-02 07:35:00;62;drinks;Monday;07:35:00;Monday 62
181;2019-09-02 07:36:00;45;dairy;Monday;07:36:00;Monday 45
182;2019-09-02 07:36:00;47;checkout;Monday;07:36:00;Monday 47
183;2019-09-02 07:36:00;52;drinks;Monday;07:36:00;Monday 52
184;2019-09-02 07:36:00;60;checkout;Monday;07:36:00;Monday 60
185;2019-09-02 07:37:00;52;fruit;Monday;07:37:00;Monday 52
186;2019-09-02 07:37:00;54;checkout;Monday;07:37:00;Monday 54
187;2019-09-02 07:38:00;59;fruit;Monday;07:38:00;Monday 59
188;2019-09-02 07:38:00;62;checkout;Monday;07:38:00;Monday 62
189;2019-09-02 07:39:00;43;fruit;Monday;07:39:00;Monday 43
190;2019-09-02 07:39:00;52;checkout;Monday;07:39:00;Monday 52
191;2019-09-02 07:39:00;59;checkout;Monday;07:39:00;Monday 59
192;2019-09-02 07:39:00;63;spices;Monday;07:39:00;Monday 63
193;2019-09-02 07:40:00;56;checkout;Monday;07:40:00;Monday 56
194;2019-09-02 07:40:00;63;drinks;Monday;07:40:00;Monday 63
195;2019-09-02 07:40:00;64;drinks;Monday;07:40:00;Monday 64
196;2019-09-02 07:40:00;65;drinks;Monday;07:40:00;Monday 65
197;2019-09-02 07:40:00;66;spices;Monday;07:40:00;Monday 66
198;2019-09-02 07:41:00;43;dairy;Monday;07:41:00;Monday 43
199;2019-09-02 07:41:00;61;checkout;Monday;07:41:00;Monday 61
200;2019-09-02 07:41:00;63;fruit;Monday;07:41:00;Monday 63
201;2019-09-02 07:42:00;64;fruit;Monday;07:42:00;Monday 64
202;2019-09-02 07:42:00;67;dairy;Monday;07:42:00;Monday 67
203;2019-09-02 07:42:00;68;spices;Monday;07:42:00;Monday 68
204;2019-09-02 07:42:00;69;fruit;Monday;07:42:00;Monday 69
205;2019-09-02 07:42:00;70;spices;Monday;07:42:00;Monday 70
206;2019-09-02 07:43:00;43;checkout;Monday;07:43:00;Monday 43
207;2019-09-02 07:43:00;63;dairy;Monday;07:43:00;Monday 63
208;2019-09-02 07:43:00;64;drinks;Monday;07:43:00;Monday 64
209;2019-09-02 07:43:00;66;drinks;Monday;07:43:00;Monday 66
210;2019-09-02 07:43:00;69;checkout;Monday;07:43:00;Monday 69
211;2019-09-02 07:43:00;71;dairy;Monday;07:43:00;Monday 71
212;2019-09-02 07:43:00;72;spices;Monday;07:43:00;Monday 72
213;2019-09-02 07:43:00;73;dairy;Monday;07:43:00;Monday 73
214;2019-09-02 07:43:00;74;spices;Monday;07:43:00;Monday 74
215;2019-09-02 07:43:00;75;spices;Monday;07:43:00;Monday 75
216;2019-09-02 07:44:00;42;checkout;Monday;07:44:00;Monday 42
217;2019-09-02 07:44:00;63;fruit;Monday;07:44:00;Monday 63
218;2019-09-02 07:44:00;67;spices;Monday;07:44:00;Monday 67
219;2019-09-02 07:44:00;70;drinks;Monday;07:44:00;Monday 70
220;2019-09-02 07:44:00;71;fruit;Monday;07:44:00;Monday 71
221;2019-09-02 07:44:00;73;checkout;Monday;07:44:00;Monday 73
222;2019-09-02 07:44:00;75;dairy;Monday;07:44:00;Monday 75
223;2019-09-02 07:44:00;76;drinks;Monday;07:44:00;Monday 76
224;2019-09-02 07:44:00;77;fruit;Monday;07:44:00;Monday 77
225;2019-09-02 07:44:00;78;spices;Monday;07:44:00;Monday 78
226;2019-09-02 07:44:00;79;dairy;Monday;07:44:00;Monday 79
227;2019-09-02 07:45:00;64;checkout;Monday;07:45:00;Monday 64
228;2019-09-02 07:45:00;66;spices;Monday;07:45:00;Monday 66
229;2019-09-02 07:45:00;68;drinks;Monday;07:45:00;Monday 68
230;2019-09-02 07:45:00;72;drinks;Monday;07:45:00;Monday 72
231;2019-09-02 07:45:00;74;fruit;Monday;07:45:00;Monday 74
232;2019-09-02 07:45:00;75;drinks;Monday;07:45:00;Monday 75
233;2019-09-02 07:45:00;78;dairy;Monday;07:45:00;Monday 78
234;2019-09-02 07:46:00;63;drinks;Monday;07:46:00;Monday 63
235;2019-09-02 07:46:00;65;dairy;Monday;07:46:00;Monday 65
236;2019-09-02 07:46:00;67;drinks;Monday;07:46:00;Monday 67
237;2019-09-02 07:46:00;74;checkout;Monday;07:46:00;Monday 74
238;2019-09-02 07:47:00;65;checkout;Monday;07:47:00;Monday 65
239;2019-09-02 07:47:00;66;checkout;Monday;07:47:00;Monday 66
240;2019-09-02 07:47:00;70;checkout;Monday;07:47:00;Monday 70
241;2019-09-02 07:47:00;75;spices;Monday;07:47:00;Monday 75
242;2019-09-02 07:47:00;80;dairy;Monday;07:47:00;Monday 80
243;2019-09-02 07:47:00;81;drinks;Monday;07:47:00;Monday 81
244;2019-09-02 07:47:00;82;drinks;Monday;07:47:00;Monday 82
245;2019-09-02 07:47:00;83;fruit;Monday;07:47:00;Monday 83
246;2019-09-02 07:48:00;63;checkout;Monday;07:48:00;Monday 63
247;2019-09-02 07:48:00;67;checkout;Monday;07:48:00;Monday 67
248;2019-09-02 07:48:00;68;fruit;Monday;07:48:00;Monday 68
249;2019-09-02 07:48:00;75;drinks;Monday;07:48:00;Monday 75
250;2019-09-02 07:48:00;78;checkout;Monday;07:48:00;Monday 78
251;2019-09-02 07:48:00;80;drinks;Monday;07:48:00;Monday 80
252;2019-09-02 07:48:00;81;fruit;Monday;07:48:00;Monday 81
253;2019-09-02 07:48:00;83;dairy;Monday;07:48:00;Monday 83
254;2019-09-02 07:48:00;84;fruit;Monday;07:48:00;Monday 84
255;2019-09-02 07:48:00;85;drinks;Monday;07:48:00;Monday 85
256;2019-09-02 07:49:00;76;dairy;Monday;07:49:00;Monday 76
257;2019-09-02 07:49:00;81;checkout;Monday;07:49:00;Monday 81
258;2019-09-02 07:49:00;83;checkout;Monday;07:49:00;Monday 83
